title,creation_date,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
(Industry - Worker at Steel Mill),c. 1934,gelatin silver print,83.40.69,cmoa:things/952199fa-6321-4a99-9278-0e5c73c96b6c,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,5.562,7.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023779,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10492&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Circus - Clown and 3 Women Performers),c. 1934,gelatin silver print,83.40.6,cmoa:things/dc2cbc67-7a95-421b-ace7-2f29cae0c9e8,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.375,4.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023780,Carnegie Library of Pittsburgh,photographs,,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
"Blast Furnace and Railroad Tracks next to Coke Oven Battery, Franklin Borough",c. 1930,gelatin silver print,83.40.70,cmoa:things/c413b3e1-2bfb-4715-8d75-9cc61a42e9a8,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.625,9.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023781,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10496&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
"Blast Furnace and Railroad Tracks next to Coke Oven Battery, Franklin Borough",c. 1930,gelatin silver print,83.40.71,cmoa:things/db938c7a-e7a3-4847-b6f6-92b560959398,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,10.375,13.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023782,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=3636&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Industry - Worker at Steel Mill),c. 1934,gelatin silver print,83.40.72,cmoa:things/92dd49b9-7d81-44b2-8868-cacbb4ab7b80,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,10.313,13.313,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023783,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9876&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Industry - Workers at Steel Mill),c. 1934,gelatin silver print,83.40.73,cmoa:things/b6dcd8f7-f214-4d76-94a5-cd629274fe1c,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.125,9.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023784,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=8766&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Industry - Worker Walking to Steel Mill),c. 1934,gelatin silver print,83.40.75,cmoa:things/57dc8b12-3e9a-4b37-89b2-79d5319aff04,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,4.625,6.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023786,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=8768&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Miscellaneous: Photo Studio at Fair),c. 1934,gelatin silver print,83.40.76,cmoa:things/14c39e8c-d754-4a31-8c49-50090850aeb4,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,9.625,7.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023787,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=3713&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Miscellaneous - Road with Telephone Pole and Tree),c. 1934,gelatin silver print,83.40.77,cmoa:things/3cc49bb3-78ec-4c3e-9a80-76efcf1ef187,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.125,9.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023788,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=8763&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Automobile Parking Lot),c. 1935,gelatin silver print,83.40.78,cmoa:things/2f2408b5-68c0-4e82-a625-ad360ac54562,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.5,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023789,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10379&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Backyard Alley),c. 1934,gelatin silver print,83.40.79,cmoa:things/032fab1a-5acc-4f53-8204-9caf810d6c0b,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.75,9.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023790,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10370&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
"[Bumpsy Anthony, Clown]",c. 1930-1932,gelatin silver print,83.40.7,cmoa:things/5a176515-cb79-4524-be9a-6ad9c810f9b0,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,4.625,6.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023791,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=5811&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Urban Backyard with Mimosa Tree),c. 1934,gelatin silver print,83.40.80,cmoa:things/1af0c038-aebd-4e28-a529-7dea8c841928,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.375,4.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023792,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10372&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Barber Shop Window),c. 1934,gelatin silver print,83.40.81,cmoa:things/35525bc6-cfff-4a70-a5df-2208164f357b,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.75,5.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023793,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10368&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Chair on Sidewalk),c. 1934,gelatin silver print,83.40.82,cmoa:things/53cbe5bd-92fd-4ef4-a08e-8b18eb5f416e,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.125,8.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023794,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9964&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Car and Building],c. 1934,gelatin silver print,83.40.83,cmoa:things/18f61a9b-1184-436b-8ff7-98e8ddbb79f5,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.0,7.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023795,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10180&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Child's Bicycle and Wagon on Sidewalk),c. 1934,gelatin silver print,83.40.84,cmoa:things/489f97bd-9436-4ef8-ad9c-ab01343995f6,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.875,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023796,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9929&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Three Boys in a Wagon],c. 1934,gelatin silver print,83.40.85,cmoa:things/55b6c1d3-5b89-4bf9-952c-cf96714642ce,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,10.25,13.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023797,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=5472&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Corner Store],c. 1934,gelatin silver print,83.40.86,cmoa:things/9c7df8c3-e5b2-4cb9-b982-7e583b71625b,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,5.875,7.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023798,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=5474&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Gents Rest Room),c. 1934,gelatin silver print,83.40.87,cmoa:things/f6a408a6-906e-4eaf-94b4-a2080773eff0,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.125,7.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023799,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=8760&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
"(Neighborhoods: Goodwill Storefront Window, Wylie Ave., Jan '39)",1939,gelatin silver print,83.40.88,cmoa:things/dfc6775c-f358-4530-b859-b9e0fa4462d2,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.875,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023800,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10376&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: H. J. Heinz Co.),c. 1934,gelatin silver print,83.40.89,cmoa:things/4adc68f6-e9ba-4fc8-a693-567f2e55823e,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,15.0,18.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023801,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9442&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Circus: Clown Face),c. 1934,gelatin silver print,83.40.8,cmoa:things/50e2a86a-ed34-41b5-b7a0-c9535ce652ac,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,4.5,6.375,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023802,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=3723&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Houses on Hill),c. 1934,gelatin silver print,83.40.90,cmoa:things/b3c282e7-d4ab-4456-8033-b941f7647095,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.0,7.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023803,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10369&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
"[Two Women, Laundry and Graffiti]",c. 1938,gelatin silver print,83.40.91,cmoa:things/99d6734c-23f1-4184-be2e-9df3165cb4b3,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,8.125,10.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023804,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=5473&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Looking at a Man through a Car Window],c. 1934,gelatin silver print,83.40.92,cmoa:things/8d154355-bae6-407d-8f99-baced53400f8,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,8.0,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023805,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10190&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Man Crossing City Street],c. 1935,gelatin silver print,83.40.93,cmoa:things/0a117a9e-06f2-4029-8f61-87654bf5c0b2,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.0,9.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023806,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=5476&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Man Looking Out Window],c. 1930s,gelatin silver print,83.40.94,cmoa:things/59651a1a-a9cf-464e-8b22-24dd8e68ba57,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.5,9.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023807,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=5477&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Men's Clothing Storefront Window),1930s,gelatin silver print,83.40.95,cmoa:things/5038fced-1362-445b-8cb2-9b9db082baac,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.938,5.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023808,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10378&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: People in Conversation in front of Row Houses),c. 1934,gelatin silver print,83.40.96,cmoa:things/ef17698a-fcb7-4a36-bbd4-473bfd218c67,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.875,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023809,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=8769&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Pittsburgh Seltzer Company Truck),c. 1934,gelatin silver print,83.40.97,cmoa:things/9dceb2c3-3785-4f30-a8e5-c5998011dc7d,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,7.75,6.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023810,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9931&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Rabbit Store),c. 1930,gelatin silver print,83.40.98,cmoa:things/4c6b5391-f6ae-4829-894d-cd539481a9af,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.0,8.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023811,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10123&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
(Neighborhoods: Restaurant Supply Storefront),c. 1934,gelatin silver print,83.40.99,cmoa:things/0528834d-3d1c-4d64-80c4-1ced68743b7f,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,6.25,4.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023812,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=10377&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
[Clown Face III],c. 1930,gelatin silver print,83.40.9,cmoa:things/78324951-1ad7-485f-bbd1-5a33482b2167,"Gift of Edith Swank Long by transfer from the Pennsylvania Department, Carnegie Library of Pittsburgh",1983-06-09,Photography,Not on View,4.625,6.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023813,"Pennsylvania Department, Carnegie Library of Pittsburgh; transferred to museum, June 1983",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=31073&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=3732&size=Medium,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",
"Rosecliff-Newport, R.I., 1981",1981,chromogenic print,83.50.1,cmoa:things/867d6571-03d1-4adf-9fc0-7139084fb703,Leisser Art Fund,1983-10-06,Photography,Not on View,16.0,19.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023833,Len Jenshel,photographs,,cmoa:parties/dc8abca1-1829-4658-be39-e35d1fa60534,Person,Len Jenshel,"Jenshel, Len",,American,1949-01-01,,,
"Allegheny County Courthouse and Jail, Pittsburgh, Pennsylvania",no earlier than 1888,gelatin silver printing-out print,83.6.10,cmoa:things/c048daf3-4db3-45b8-8cc9-085a476cb7fe,Gift of the Carnegie Library of Pittsburgh,1983-02-03,Photography,Not on View,9.0,7.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023869,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=7138&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
"President Taft Tossing First Ball, Allegheny Country Club, Sewickley",1909,gelatin silver print,83.6.11,cmoa:things/b3873eb3-ddb1-4f06-acaf-480228054c97,Gift of the Carnegie Library of Pittsburgh,1983-02-03,Photography,Not on View,4.5,6.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023870,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=107908&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
The French Portfolio: Woman on Rue de Buci,1983,chromogenic print,83.61.1,cmoa:things/2bf96fe6-7dd5-4602-ac6f-8fdab34baebc,Gift of Dr. Herman Babad,1983-10-06,Photography,Not on View,15.938,19.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023871,"Metropolitan Image Management, Inc",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=99206&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98675&size=Medium,cmoa:parties/4a4a1dc9-ab9f-4f7d-b72a-c59d8e40ed77,Person,Joel Meyerowitz,"Meyerowitz, Joel",,American,1938-01-01,,New York City,
River View,1900,collodion print,83.6.12,cmoa:things/d9074bfd-2494-4b91-856f-e44dd975ab73,Gift of the Carnegie Library of Pittsburgh,1983-02-03,Photography,Not on View,14.0,11.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023872,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=9859&size=Medium,cmoa:parties/ae54def8-2e2f-4725-b662-dc2ff96c46f4,Organization,Chautauqua Photographic Company,Chautauqua Photographic Company,,American,1897-01-01,1911-01-01,,
The French Portfolio: Trompe L'Oeil Park,1983,chromogenic print,83.61.2,cmoa:things/4dcfcdef-90df-4910-a263-430815bb17fe,Gift of Dr. Herman Babad,1983-10-06,Photography,Not on View,19.812,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023873,"Metropolitan Image Management, Inc",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=99208&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98671&size=Medium,cmoa:parties/4a4a1dc9-ab9f-4f7d-b72a-c59d8e40ed77,Person,Joel Meyerowitz,"Meyerowitz, Joel",,American,1938-01-01,,New York City,
The French Portfolio: Place de la Concorde,1983,chromogenic print,83.61.3,cmoa:things/be43f503-65fe-429e-a964-c8a57324197c,Gift of Dr. Herman Babad,1983-10-06,Photography,Not on View,19.875,16.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023875,"Metropolitan Image Management, Inc",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=99214&size=Medium|http://collection.cmoa.org/CollectionImage.aspx?irn=98652&size=Medium,cmoa:parties/4a4a1dc9-ab9f-4f7d-b72a-c59d8e40ed77,Person,Joel Meyerowitz,"Meyerowitz, Joel",,American,1938-01-01,,New York City,
"River View, Barge in Foreground",1900,gelatin silver print,83.6.13,cmoa:things/573bcce8-157c-42c0-a74a-907d9995ede1,Gift of the Carnegie Library of Pittsburgh,1983-02-03,Photography,Not on View,11.5,8.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023876,Carnegie Library of Pittsburgh,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=7835&size=Medium,cmoa:parties/1d7cc2de-1c66-460f-a766-474f86538469,Person,Hew Charles Torrance,"Torrance, Hew C.",,American,1859-01-01,1931-01-01,Scotland,
"River View, Point",1896,gelatin silver printing-out paper print,83.6.14.1,cmoa:things/1a543fde-3e8e-44ae-8e29-1f254a353e56,Gift of the Carnegie Library of Pittsburgh,1983-02-03,Photography,Not on View,13.938,11.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1023877,"Carnegie Library of Pittsburgh, Pittsburgh, PA",photographs,,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
